{62617EFA-7FE2-42B3-B1EC-3BBC99164737},{3E93F41E-36E9-4859-B11D-E7AE67A55933},{DEAA49E3-B130-4452-824C-E1300CB3548D},CHOH,CHOH,10/30/01,2001,39,CHOH,,35,90,35,0,1,0,0,1,,,,,TRUE,,Cloudy/Overcast,Full Moon,58
{62617EFA-7FE2-42B3-B1EC-3BBC99164737},{3E93F41E-36E9-4859-B11D-E7AE67A55933},{E1A77BF1-E119-4E47-AA6F-27EFB70F7529},CHOH,CHOH,10/30/01,2001,40,CHOH,,24,90,24,0,1,0,0,1,,,,,TRUE,,Cloudy/Overcast,Full Moon,58
{62617EFA-7FE2-42B3-B1EC-3BBC99164737},{3E93F41E-36E9-4859-B11D-E7AE67A55933},{EB0B89D1-A3D2-4FAB-B213-1F0F3AC440C9},CHOH,CHOH,10/30/01,2001,41,CHOH,,48,90,48,0,0,0,2,2,,,,,TRUE,,Cloudy/Overcast,Full Moon,58
{62617EFA-7FE2-42B3-B1EC-3BBC99164737},{3E93F41E-36E9-4859-B11D-E7AE67A55933},{EE7D229A-F926-4F1E-BC76-4D96847403BF},CHOH,CHOH,10/30/01,2001,42,CHOH,,3,90,3,0,1,0,0,1,,,,,TRUE,,Cloudy/Overcast,Full Moon,58
{62617EFA-7FE2-42B3-B1EC-3BBC99164737},{3E93F41E-36E9-4859-B11D-E7AE67A55933},{EFA07199-5DBF-4372-9915-A6D33D39A1C8},CHOH,CHOH,10/30/01,2001,43,CHOH,,30,90,30,0,1,0,0,1,,,,,TRUE,,Cloudy/Overcast,Full Moon,58
{62617EFA-7FE2-42B3-B1EC-3BBC99164737},{3E93F41E-36E9-4859-B11D-E7AE67A55933},{FE1956CF-A66D-47B2-AC9C-98CADAFD1F8D},CHOH,CHOH,10/30/01,2001,44,CHOH,,24,90,24,0,0,0,1,1,,,,,TRUE,,Cloudy/Overcast,Full Moon,58
{62617EFA-7FE2-42B3-B1EC-3BBC99164737},{3E93F41E-36E9-4859-B11D-E7AE67A55933},{F6D75B1C-3A12-4668-A338-72193E47C2D2},CHOH,CHOH,10/30/01,2001,45,CHOH,,42,90,42,0,0,0,2,2,,,,,TRUE,,Cloudy/Overcast,Full Moon,58
{62617EFA-7FE2-42B3-B1EC-3BBC99164737},{3E93F41E-36E9-4859-B11D-E7AE67A55933},{F1C2671D-E022-4DE9-A19F-858ACBA9750D},CHOH,CHOH,10/30/01,2001,46,CHOH,,42,90,42,0,0,0,1,1,,,,,TRUE,,Cloudy/Overcast,Full Moon,58
{62617EFA-7FE2-42B3-B1EC-3BBC99164737},{3E93F41E-36E9-4859-B11D-E7AE67A55933},{A8DDEB7B-97C8-4FA3-BD1F-E5F9E16B2439},CHOH,CHOH,10/30/01,2001,47,CHOH,,22,90,22,0,1,1,0,2,,,,,TRUE,,Cloudy/Overcast,Full Moon,58
{62617EFA-7FE2-42B3-B1EC-3BBC99164737},{3E93F41E-36E9-4859-B11D-E7AE67A55933},{C7043D77-FCC9-4B75-A617-0E3E2AC81818},CHOH,CHOH,10/30/01,2001,48,CHOH,,60,90,60,0,1,0,0,1,,,,,TRUE,,Cloudy/Overcast,Full Moon,58
{62617EFA-7FE2-42B3-B1EC-3BBC99164737},{3E93F41E-36E9-4859-B11D-E7AE67A55933},{395DEBF7-9835-4C70-AD6E-B980B0B21825},CHOH,CHOH,10/30/01,2001,49,CHOH,,36,90,36,0,0,0,1,1,,,,,TRUE,,Cloudy/Overcast,Full Moon,58
{62617EFA-7FE2-42B3-B1EC-3BBC99164737},{3E93F41E-36E9-4859-B11D-E7AE67A55933},{3F6BB7F1-BB50-4356-902A-05AFF9150E54},CHOH,CHOH,10/30/01,2001,50,CHOH,,17,90,17,0,1,0,0,1,,,,,TRUE,,Cloudy/Overcast,Full Moon,58
{62617EFA-7FE2-42B3-B1EC-3BBC99164737},{3E93F41E-36E9-4859-B11D-E7AE67A55933},{1327BD8E-D8CF-4C67-A612-75B6F8FB66D0},CHOH,CHOH,10/30/01,2001,51,CHOH,,57,90,57,0,0,0,1,1,,,,,TRUE,,Cloudy/Overcast,Full Moon,58
{62617EFA-7FE2-42B3-B1EC-3BBC99164737},{3E93F41E-36E9-4859-B11D-E7AE67A55933},{9E0793A5-85CC-4ACE-AB89-3A78CA25E13B},CHOH,CHOH,10/30/01,2001,52,CHOH,,23,90,23,0,0,0,1,1,,,,,TRUE,,Cloudy/Overcast,Full Moon,58
{62617EFA-7FE2-42B3-B1EC-3BBC99164737},{3E93F41E-36E9-4859-B11D-E7AE67A55933},{D7DB0A11-98A3-469A-9B77-B668D055CEEA},CHOH,CHOH,10/30/01,2001,53,CHOH,,22,90,22,0,1,0,0,1,,,,,TRUE,,Cloudy/Overcast,Full Moon,58
{62617EFA-7FE2-42B3-B1EC-3BBC99164737},{3E93F41E-36E9-4859-B11D-E7AE67A55933},{2293B554-0C32-487D-98D5-E47D1059F9E3},CHOH,CHOH,10/30/01,2001,54,CHOH,,47,90,47,0,1,0,0,1,,,,,TRUE,,Cloudy/Overcast,Full Moon,58
{62617EFA-7FE2-42B3-B1EC-3BBC99164737},{3E93F41E-36E9-4859-B11D-E7AE67A55933},{3B8F77AD-E81A-43A2-B004-BAD2DA784350},CHOH,CHOH,10/30/01,2001,55,CHOH,,27,90,27,0,1,0,0,1,,,,,TRUE,,Cloudy/Overcast,Full Moon,58
{62617EFA-7FE2-42B3-B1EC-3BBC99164737},{3E93F41E-36E9-4859-B11D-E7AE67A55933},{53B40304-3211-4ABC-9781-64D1990CF5C3},CHOH,CHOH,10/30/01,2001,56,CHOH,,22,90,22,0,5,0,0,5,,,,,TRUE,,Cloudy/Overcast,Full Moon,58
{62617EFA-7FE2-42B3-B1EC-3BBC99164737},{3E93F41E-36E9-4859-B11D-E7AE67A55933},{564199E2-42CD-4F4A-9871-0F8D63F11951},CHOH,CHOH,10/30/01,2001,57,CHOH,,62,90,62,0,0,0,1,1,,,,,TRUE,,Cloudy/Overcast,Full Moon,58
{62617EFA-7FE2-42B3-B1EC-3BBC99164737},{3E93F41E-36E9-4859-B11D-E7AE67A55933},{65BF1A81-23F9-4FB0-B4E7-531E8129BCD9},CHOH,CHOH,10/30/01,2001,58,CHOH,,39,90,39,0,0,0,1,1,,,,,TRUE,,Cloudy/Overcast,Full Moon,58
{62617EFA-7FE2-42B3-B1EC-3BBC99164737},{3E93F41E-36E9-4859-B11D-E7AE67A55933},{65F6F738-59BF-479F-A7B5-9DD2D9E1AF6B},CHOH,CHOH,10/30/01,2001,59,CHOH,,29,90,29,0,1,0,0,1,,,,,TRUE,,Cloudy/Overcast,Full Moon,58
{62617EFA-7FE2-42B3-B1EC-3BBC99164737},{3E93F41E-36E9-4859-B11D-E7AE67A55933},{7C55020A-C04B-410D-9771-468B0801EDBD},CHOH,CHOH,10/30/01,2001,60,CHOH,,57,90,57,0,0,0,2,2,,,,,TRUE,,Cloudy/Overcast,Full Moon,58
{62617EFA-7FE2-42B3-B1EC-3BBC99164737},{3E93F41E-36E9-4859-B11D-E7AE67A55933},{93AA47E2-4B36-410C-8413-B021A9A33711},CHOH,CHOH,10/30/01,2001,61,CHOH,,44,90,44,0,1,0,0,1,,,,,TRUE,,Cloudy/Overcast,Full Moon,58
{62617EFA-7FE2-42B3-B1EC-3BBC99164737},{3E93F41E-36E9-4859-B11D-E7AE67A55933},{7F51D65D-CDD6-4704-9543-CE5622748C57},CHOH,CHOH,10/30/01,2001,62,CHOH,,57,90,57,0,1,0,0,1,,,,,TRUE,,Cloudy/Overcast,Full Moon,58
{62617EFA-7FE2-42B3-B1EC-3BBC99164737},{3E93F41E-36E9-4859-B11D-E7AE67A55933},{59808DA3-CDDD-4594-A9CD-E565DC218E87},CHOH,CHOH,10/30/01,2001,63,CHOH,,18,90,18,1,0,0,0,1,,,,,TRUE,,Cloudy/Overcast,Full Moon,58
{62617EFA-7FE2-42B3-B1EC-3BBC99164737},{3E93F41E-36E9-4859-B11D-E7AE67A55933},{8F4E43AF-C983-4ABF-9AAF-0B2505E5ABCE},CHOH,CHOH,10/30/01,2001,64,CHOH,,25,90,25,0,1,0,0,1,,,,,TRUE,,Cloudy/Overcast,Full Moon,58
{62617EFA-7FE2-42B3-B1EC-3BBC99164737},{3E93F41E-36E9-4859-B11D-E7AE67A55933},{025EFE45-901E-4B01-B902-DE9AD5B65E98},CHOH,CHOH,10/30/01,2001,65,CHOH,,93,90,93,0,0,0,2,2,,,,,TRUE,,Cloudy/Overcast,Full Moon,58
{62617EFA-7FE2-42B3-B1EC-3BBC99164737},{3E93F41E-36E9-4859-B11D-E7AE67A55933},{34D0CB70-7F11-49CF-932C-A71B0E6E4A70},CHOH,CHOH,10/30/01,2001,66,CHOH,,36,90,36,0,1,0,0,1,,,,,TRUE,,Cloudy/Overcast,Full Moon,58
{B1A94065-5159-4FD6-A831-3B7F53CE085B},{ACB8D0C7-2E05-436E-AE66-4084A86BD2EB},{7705A814-A959-4259-A29F-09190836DBFB},CHOH,CHOH,10/31/01,2001,67,CHOH,,14,90,14,1,0,0,0,1,,,,,TRUE,,,Full Moon,58
{B1A94065-5159-4FD6-A831-3B7F53CE085B},{ACB8D0C7-2E05-436E-AE66-4084A86BD2EB},{B6EBC7C6-52BE-45CF-8001-6FFAA9CABC91},CHOH,CHOH,10/31/01,2001,68,CHOH,,41,90,41,0,0,0,1,1,,,,,TRUE,,,Full Moon,58
{B1A94065-5159-4FD6-A831-3B7F53CE085B},{ACB8D0C7-2E05-436E-AE66-4084A86BD2EB},{AB60D9CA-45F2-4FBD-8CC9-A7AC14725F97},CHOH,CHOH,10/31/01,2001,69,CHOH,,26,90,26,0,0,0,1,1,,,,,TRUE,,,Full Moon,58
{B1A94065-5159-4FD6-A831-3B7F53CE085B},{ACB8D0C7-2E05-436E-AE66-4084A86BD2EB},{99F8490D-25D7-4279-89C8-06AD7CA64C6D},CHOH,CHOH,10/31/01,2001,70,CHOH,,36,90,36,0,1,0,0,1,,,,,TRUE,,,Full Moon,58
{B1A94065-5159-4FD6-A831-3B7F53CE085B},{ACB8D0C7-2E05-436E-AE66-4084A86BD2EB},{8009E482-311F-4E29-A322-A84B7C20FF48},CHOH,CHOH,10/31/01,2001,71,CHOH,,26,90,26,0,2,0,0,2,,,,,TRUE,,,Full Moon,58
{B1A94065-5159-4FD6-A831-3B7F53CE085B},{ACB8D0C7-2E05-436E-AE66-4084A86BD2EB},{D9BC6448-37A4-4B72-A45E-34A674307C3F},CHOH,CHOH,10/31/01,2001,72,CHOH,,40,90,40,0,0,0,1,1,,,,,TRUE,,,Full Moon,58
{B1A94065-5159-4FD6-A831-3B7F53CE085B},{ACB8D0C7-2E05-436E-AE66-4084A86BD2EB},{F4AE6975-82F4-4091-9274-4C83E2C21ED1},CHOH,CHOH,10/31/01,2001,73,CHOH,,22,90,22,0,3,0,0,3,,,,,TRUE,,,Full Moon,58
{B1A94065-5159-4FD6-A831-3B7F53CE085B},{ACB8D0C7-2E05-436E-AE66-4084A86BD2EB},{83B36BFC-1BDD-4C11-87C7-4864F8CB13EB},CHOH,CHOH,10/31/01,2001,74,CHOH,,42,90,42,1,0,0,0,1,,,,,TRUE,,,Full Moon,58
{B1A94065-5159-4FD6-A831-3B7F53CE085B},{ACB8D0C7-2E05-436E-AE66-4084A86BD2EB},{D9D519F0-1C58-4714-9979-80CD474FFAF0},CHOH,CHOH,10/31/01,2001,75,CHOH,,45,90,45,0,2,0,0,2,,,,,TRUE,,,Full Moon,58
{B1A94065-5159-4FD6-A831-3B7F53CE085B},{ACB8D0C7-2E05-436E-AE66-4084A86BD2EB},{DD307C45-6994-4219-A4E2-424E8B4B31A0},CHOH,CHOH,10/31/01,2001,76,CHOH,,45,90,45,0,0,0,2,2,,,,,TRUE,,,Full Moon,58
{B1A94065-5159-4FD6-A831-3B7F53CE085B},{ACB8D0C7-2E05-436E-AE66-4084A86BD2EB},{DDC833BB-65CD-4972-802A-7EEBBFB7A97E},CHOH,CHOH,10/31/01,2001,77,CHOH,,22,90,22,0,1,0,0,1,,,,,TRUE,,,Full Moon,58
{B1A94065-5159-4FD6-A831-3B7F53CE085B},{ACB8D0C7-2E05-436E-AE66-4084A86BD2EB},{DDCEC495-77E8-485E-98AA-BECFA0A2FEA0},CHOH,CHOH,10/31/01,2001,78,CHOH,,18,90,18,1,0,0,0,1,,,,,TRUE,,,Full Moon,58
{B1A94065-5159-4FD6-A831-3B7F53CE085B},{ACB8D0C7-2E05-436E-AE66-4084A86BD2EB},{DE9CBFA4-C0D6-46A9-9992-2E6870907FBE},CHOH,CHOH,10/31/01,2001,79,CHOH,,15,90,15,0,1,0,0,1,,,,,TRUE,,,Full Moon,58
{B1A94065-5159-4FD6-A831-3B7F53CE085B},{ACB8D0C7-2E05-436E-AE66-4084A86BD2EB},{75589C54-FDB1-4B8A-8DE2-05C13CCC9BD0},CHOH,CHOH,10/31/01,2001,80,CHOH,,34,90,34,0,0,0,1,1,,,,,TRUE,,,Full Moon,58
{B1A94065-5159-4FD6-A831-3B7F53CE085B},{ACB8D0C7-2E05-436E-AE66-4084A86BD2EB},{EA6A6EE5-C7CD-4174-9B27-B036AEFE20E5},CHOH,CHOH,10/31/01,2001,81,CHOH,,38,90,38,2,0,0,0,2,,,,,TRUE,,,Full Moon,58
{B1A94065-5159-4FD6-A831-3B7F53CE085B},{ACB8D0C7-2E05-436E-AE66-4084A86BD2EB},{4BA4B2D6-AC99-4086-948D-118D4230811B},CHOH,CHOH,10/31/01,2001,82,CHOH,,12,90,12,0,3,0,0,3,,,,,TRUE,,,Full Moon,58
{B1A94065-5159-4FD6-A831-3B7F53CE085B},{ACB8D0C7-2E05-436E-AE66-4084A86BD2EB},{F894BA27-4BD4-4097-96A4-9652A2356472},CHOH,CHOH,10/31/01,2001,83,CHOH,,39,90,39,0,1,0,0,1,,,,,TRUE,,,Full Moon,58
{B1A94065-5159-4FD6-A831-3B7F53CE085B},{ACB8D0C7-2E05-436E-AE66-4084A86BD2EB},{F94BCB10-7196-4B04-A6CA-C25BF3934C07},CHOH,CHOH,10/31/01,2001,84,CHOH,,10,90,10,0,1,0,0,1,,,,,TRUE,,,Full Moon,58
{B1A94065-5159-4FD6-A831-3B7F53CE085B},{ACB8D0C7-2E05-436E-AE66-4084A86BD2EB},{E3A192E6-22B8-4BFA-A560-66C0702785A7},CHOH,CHOH,10/31/01,2001,85,CHOH,,18,90,18,0,1,0,0,1,,,,,TRUE,,,Full Moon,58
{B1A94065-5159-4FD6-A831-3B7F53CE085B},{ACB8D0C7-2E05-436E-AE66-4084A86BD2EB},{287E8268-98DD-46B6-A707-E897A27E0AC2},CHOH,CHOH,10/31/01,2001,86,CHOH,,3,90,3,1,0,0,0,1,,,,,TRUE,,,Full Moon,58
{B1A94065-5159-4FD6-A831-3B7F53CE085B},{ACB8D0C7-2E05-436E-AE66-4084A86BD2EB},{C7294CE8-A849-41B3-944E-AF46F5114C41},CHOH,CHOH,10/31/01,2001,87,CHOH,,36,90,36,0,1,0,0,1,,,,,TRUE,,,Full Moon,58
{B1A94065-5159-4FD6-A831-3B7F53CE085B},{ACB8D0C7-2E05-436E-AE66-4084A86BD2EB},{08D2CA8E-88A4-46AE-A989-5760E155FA33},CHOH,CHOH,10/31/01,2001,88,CHOH,,26,90,26,0,2,0,0,2,,,,,TRUE,,,Full Moon,58
