Event_Group_ID,Event_ID,Data_ID,Park_Code,Route,Start_Date,Year,Group_Index,Route Section,Route_Length,DistanceToDeer,Angle,DistanceFromRoad,Bucks,Doe,Fawn,Unknown,Total_Group,Import_Event_ID,Mileage,Time,Date_Time_Entered,Verified,Wind Speed,Sky,Moon_Phase,Temperature,Event_Notes
{DDCE0B29-55AF-4A48-BE96-4BEA537DE623},{2AA67131-E87B-4036-A76D-248DE3E5E4DE},{D206F8E4-6B4F-47E4-BD1B-EC7F6AB7D58D},MONO,MONO,10/29/01,2001,11,Worthington Farm,3.42,63,90,63,0,2,1,0,3,,,,1/4/10,TRUE,,,,,
{DDCE0B29-55AF-4A48-BE96-4BEA537DE623},{2AA67131-E87B-4036-A76D-248DE3E5E4DE},{D2568153-41FB-4F7D-AA9B-76961005DE4D},MONO,MONO,10/29/01,2001,12,Worthington Farm,3.42,112,90,112,0,2,3,0,5,,,,1/4/10,TRUE,,,,,
{DDCE0B29-55AF-4A48-BE96-4BEA537DE623},{2AA67131-E87B-4036-A76D-248DE3E5E4DE},{D362ADA0-0EE1-4F9B-B1A0-22BB0B8A05FB},MONO,MONO,10/29/01,2001,13,Worthington Farm,3.42,6,90,6,0,1,0,0,1,,,,1/4/10,TRUE,,,,,
{DDCE0B29-55AF-4A48-BE96-4BEA537DE623},{C3D071FC-AC83-49D1-A8E5-97CF43BD3B3A},{8298ECDA-AB9E-44CD-AE5B-2891494309C2},MONO,MONO,10/29/01,2001,14,NRM,0.66,38,90,38,0,0,0,2,2,,,,1/4/10,TRUE,,,,,
{DDCE0B29-55AF-4A48-BE96-4BEA537DE623},{2AA67131-E87B-4036-A76D-248DE3E5E4DE},{E45E5099-8786-41C8-9729-0A9E38B3FECF},MONO,MONO,10/29/01,2001,15,Worthington Farm,3.42,6,90,6,0,0,1,0,1,,,,1/4/10,TRUE,,,,,
{DDCE0B29-55AF-4A48-BE96-4BEA537DE623},{2AA67131-E87B-4036-A76D-248DE3E5E4DE},{7B1524DE-13A9-4539-8905-0CEC8D735A0B},MONO,MONO,10/29/01,2001,16,Worthington Farm,3.42,274,90,274,0,0,0,2,2,,,,1/4/10,TRUE
{DDCE0B29-55AF-4A48-BE96-4BEA537DE623},{2AA67131-E87B-4036-A76D-248DE3E5E4DE},{FEFD9CC8-D44A-4797-B0D1-1150DA099F00},MONO,MONO,10/29/01,2001,17,Worthington Farm,3.42,37,90,37,0,4,3,0,7,,,,1/4/10,TRUE
{DDCE0B29-55AF-4A48-BE96-4BEA537DE623},{77CFCD19-E740-444D-B4EC-074BD5ACEAFC},{201DF8C6-2E6C-4659-8FDD-1ED005017D63},MONO,MONO,10/29/01,2001,18,Gambrill Farm,0.46,36,90,36,0,1,1,0,2,,,,1/4/10,TRUE
{DDCE0B29-55AF-4A48-BE96-4BEA537DE623},{77CFCD19-E740-444D-B4EC-074BD5ACEAFC},{9BEB67C1-5D31-45D0-B543-77E84AC88365},MONO,MONO,10/29/01,2001,19,Gambrill Farm,0.46,45,90,45,0,1,0,0,1,,,,1/4/10,TRUE
{DDCE0B29-55AF-4A48-BE96-4BEA537DE623},{77CFCD19-E740-444D-B4EC-074BD5ACEAFC},{F2D5E1F4-F3D6-447F-A8AC-ADD15A41B01F},MONO,MONO,10/29/01,2001,20,Gambrill Farm,0.46,53,90,53,0,1,1,0,2,,,,1/4/10,TRUE
{DDCE0B29-55AF-4A48-BE96-4BEA537DE623},{96BB0821-FF7D-4014-A51A-DEC8A9003804},{7C1DF777-FC35-4B08-B3F4-1517DA01ED07},MONO,MONO,10/29/01,2001,21,Best Farm,0.78,94,90,94,0,1,1,0,2,,,,1/4/10,TRUE
{DDCE0B29-55AF-4A48-BE96-4BEA537DE623},{96BB0821-FF7D-4014-A51A-DEC8A9003804},{E105B2DE-D251-40DC-ACE8-D4DC7F7CE43D},MONO,MONO,10/29/01,2001,22,Best Farm,0.78,55,90,55,0,1,0,0,1,,,,1/4/10,TRUE
{DDCE0B29-55AF-4A48-BE96-4BEA537DE623},{96BB0821-FF7D-4014-A51A-DEC8A9003804},{EB3C2F1D-2D05-4AF1-BC43-3BDC52E812EA},MONO,MONO,10/29/01,2001,23,Best Farm,0.78,271,90,271,0,0,0,1,1,,,,1/4/10,TRUE
{DDCE0B29-55AF-4A48-BE96-4BEA537DE623},{C3D071FC-AC83-49D1-A8E5-97CF43BD3B3A},{0C984C15-FE9A-49F2-85AD-027462597DF1},MONO,MONO,10/29/01,2001,24,NRM,0.66,30,90,30,0,2,0,0,2,,,,1/4/10,TRUE
{DDCE0B29-55AF-4A48-BE96-4BEA537DE623},{C3D071FC-AC83-49D1-A8E5-97CF43BD3B3A},{1E667E87-2537-420D-A7AE-AF4C3445E28D},MONO,MONO,10/29/01,2001,25,NRM,0.66,52,90,52,0,0,0,2,2,,,,1/4/10,TRUE
{DDCE0B29-55AF-4A48-BE96-4BEA537DE623},{C3D071FC-AC83-49D1-A8E5-97CF43BD3B3A},{2BCCA1D0-D5C2-40D1-8C25-909876273D64},MONO,MONO,10/29/01,2001,26,NRM,0.66,158,90,158,0,1,1,0,2,,,,1/4/10,TRUE
{DDCE0B29-55AF-4A48-BE96-4BEA537DE623},{C3D071FC-AC83-49D1-A8E5-97CF43BD3B3A},{4FA00C13-8DD5-4216-92D5-F30762AF154F},MONO,MONO,10/29/01,2001,27,NRM,0.66,0,90,0,0,1,0,0,1,,,,1/4/10,TRUE
{DDCE0B29-55AF-4A48-BE96-4BEA537DE623},{C3D071FC-AC83-49D1-A8E5-97CF43BD3B3A},{63F05238-1B0E-4868-95D5-9C15E5986429},MONO,MONO,10/29/01,2001,28,NRM,0.66,69,90,69,1,0,0,0,1,,,,1/4/10,TRUE
{DDCE0B29-55AF-4A48-BE96-4BEA537DE623},{2AA67131-E87B-4036-A76D-248DE3E5E4DE},{DCD2D8A9-4F1B-47C2-84A1-FEBC8DF92B10},MONO,MONO,10/29/01,2001,29,Worthington Farm,3.42,36,90,36,0,1,0,0,1,,,,1/4/10,TRUE
{DDCE0B29-55AF-4A48-BE96-4BEA537DE623},{0B5CF094-844D-4548-AE5F-01616462AB65},{B6ECF060-CD81-4C8B-81FA-6A27E63059DD},MONO,MONO,10/29/01,2001,30,Thomas Farm,1.57,98,90,98,0,0,0,2,2,,,,1/4/10,TRUE
{DDCE0B29-55AF-4A48-BE96-4BEA537DE623},{0931BF22-EE40-4FCA-8AB2-0628803B4E98},{15A0DA05-555C-49B6-ACDE-47D33C47AB47},MONO,MONO,10/29/01,2001,31,Lewis Farm (East),0.98,65,90,65,0,3,0,0,3,,,,1/4/10,TRUE
{DDCE0B29-55AF-4A48-BE96-4BEA537DE623},{0931BF22-EE40-4FCA-8AB2-0628803B4E98},{22F771F0-6E59-4A57-BBE6-404F3CAE83B2},MONO,MONO,10/29/01,2001,32,Lewis Farm (East),0.98,111,90,111,0,1,0,0,1,,,,1/4/10,TRUE
{DDCE0B29-55AF-4A48-BE96-4BEA537DE623},{0931BF22-EE40-4FCA-8AB2-0628803B4E98},{332450B0-92CC-4B55-BD53-BCB1F464E69F},MONO,MONO,10/29/01,2001,33,Lewis Farm (East),0.98,106,90,106,0,1,0,0,1,,,,1/4/10,TRUE
{DDCE0B29-55AF-4A48-BE96-4BEA537DE623},{0931BF22-EE40-4FCA-8AB2-0628803B4E98},{68955F48-B87D-4E1C-8858-7B8AE5F4AB13},MONO,MONO,10/29/01,2001,34,Lewis Farm (East),0.98,115,90,115,0,1,0,0,1,,,,1/4/10,TRUE
{DDCE0B29-55AF-4A48-BE96-4BEA537DE623},{0931BF22-EE40-4FCA-8AB2-0628803B4E98},{6CA033E2-29FF-4801-B37B-E5F88E047BBA},MONO,MONO,10/29/01,2001,35,Lewis Farm (East),0.98,65,90,65,0,1,0,0,1,,,,1/4/10,TRUE
{DDCE0B29-55AF-4A48-BE96-4BEA537DE623},{0931BF22-EE40-4FCA-8AB2-0628803B4E98},{78743FCE-AB10-4403-95ED-B87BE2BF4434},MONO,MONO,10/29/01,2001,36,Lewis Farm (East),0.98,103,90,103,0,1,0,0,1,,,,1/4/10,TRUE
{DDCE0B29-55AF-4A48-BE96-4BEA537DE623},{0931BF22-EE40-4FCA-8AB2-0628803B4E98},{F0B1B476-1AC4-4BA4-A4F2-C99B34312F84},MONO,MONO,10/29/01,2001,37,Lewis Farm (East),0.98,33,90,33,0,1,0,0,1,,,,1/4/10,TRUE
{DDCE0B29-55AF-4A48-BE96-4BEA537DE623},{0B5CF094-844D-4548-AE5F-01616462AB65},{0E4CD96D-DE6A-4759-8956-916375457B64},MONO,MONO,10/29/01,2001,38,Thomas Farm,1.57,291,90,291,0,0,0,3,3,,,,1/4/10,TRUE
{DDCE0B29-55AF-4A48-BE96-4BEA537DE623},{0B5CF094-844D-4548-AE5F-01616462AB65},{144C2FA8-9151-4889-A858-54CC23C286CC},MONO,MONO,10/29/01,2001,39,Thomas Farm,1.57,149,90,149,0,0,0,2,2,,,,1/4/10,TRUE
{DDCE0B29-55AF-4A48-BE96-4BEA537DE623},{0B5CF094-844D-4548-AE5F-01616462AB65},{5C37B235-B77C-4539-9A4E-DA9FF0DA133C},MONO,MONO,10/29/01,2001,40,Thomas Farm,1.57,86,90,86,0,1,0,0,1,,,,1/4/10,TRUE
{DDCE0B29-55AF-4A48-BE96-4BEA537DE623},{0B5CF094-844D-4548-AE5F-01616462AB65},{6BF5DDA7-768E-4751-8461-3D96B46A65C1},MONO,MONO,10/29/01,2001,41,Thomas Farm,1.57,51,90,51,0,0,0,1,1,,,,1/4/10,TRUE
{DDCE0B29-55AF-4A48-BE96-4BEA537DE623},{0B5CF094-844D-4548-AE5F-01616462AB65},{768E5E6E-2F96-4DD5-92A5-73D858172059},MONO,MONO,10/29/01,2001,42,Thomas Farm,1.57,0,90,0,0,2,2,0,4,,,,1/4/10,TRUE
{DDCE0B29-55AF-4A48-BE96-4BEA537DE623},{2AA67131-E87B-4036-A76D-248DE3E5E4DE},{8779B15F-A60F-4AA5-9071-A7FAE2C93D5E},MONO,MONO,10/29/01,2001,43,Worthington Farm,3.42,61,90,61,0,0,1,0,1,,,,1/4/10,TRUE
{DDCE0B29-55AF-4A48-BE96-4BEA537DE623},{0B5CF094-844D-4548-AE5F-01616462AB65},{A837F215-CCF5-47ED-A54B-31A48EAC3A18},MONO,MONO,10/29/01,2001,44,Thomas Farm,1.57,81,90,81,0,0,0,1,1,,,,1/4/10,TRUE
{DDCE0B29-55AF-4A48-BE96-4BEA537DE623},{2AA67131-E87B-4036-A76D-248DE3E5E4DE},{7FF2C8F1-E9D5-4F77-8A97-866AE70D624B},MONO,MONO,10/29/01,2001,45,Worthington Farm,3.42,80,90,80,0,1,0,0,1,,,,1/4/10,TRUE
{DDCE0B29-55AF-4A48-BE96-4BEA537DE623},{0B5CF094-844D-4548-AE5F-01616462AB65},{E2DE2D0C-E741-40DB-983A-575BECEA950B},MONO,MONO,10/29/01,2001,46,Thomas Farm,1.57,102,90,102,0,0,0,2,2,,,,1/4/10,TRUE
{DDCE0B29-55AF-4A48-BE96-4BEA537DE623},{0B5CF094-844D-4548-AE5F-01616462AB65},{F2521658-A222-4994-87D4-FAA09211DB5B},MONO,MONO,10/29/01,2001,47,Thomas Farm,1.57,138,90,138,0,0,0,1,1,,,,1/4/10,TRUE
{DDCE0B29-55AF-4A48-BE96-4BEA537DE623},{0B5CF094-844D-4548-AE5F-01616462AB65},{F320E2A3-46B8-49A9-9636-7F58F2523B9B},MONO,MONO,10/29/01,2001,48,Thomas Farm,1.57,143,90,143,0,2,1,0,3,,,,1/4/10,TRUE
{DDCE0B29-55AF-4A48-BE96-4BEA537DE623},{0B5CF094-844D-4548-AE5F-01616462AB65},{FA15A7C2-993E-4C17-BF6C-685A78F3C6B6},MONO,MONO,10/29/01,2001,49,Thomas Farm,1.57,274,90,274,0,0,0,3,3,,,,1/4/10,TRUE
{DDCE0B29-55AF-4A48-BE96-4BEA537DE623},{2AA67131-E87B-4036-A76D-248DE3E5E4DE},{059F8F42-33C7-429E-846C-267F198BE352},MONO,MONO,10/29/01,2001,50,Worthington Farm,3.42,20,90,20,0,0,1,0,1,,,,1/4/10,TRUE
{DDCE0B29-55AF-4A48-BE96-4BEA537DE623},{2AA67131-E87B-4036-A76D-248DE3E5E4DE},{086C6242-5FC3-41E7-8B36-4769D55F8A29},MONO,MONO,10/29/01,2001,51,Worthington Farm,3.42,71,90,71,0,5,4,0,9,,,,1/4/10,TRUE
{DDCE0B29-55AF-4A48-BE96-4BEA537DE623},{2AA67131-E87B-4036-A76D-248DE3E5E4DE},{108B3820-1E3C-42A1-BF0F-D4E79FD9F84D},MONO,MONO,10/29/01,2001,52,Worthington Farm,3.42,20,90,20,0,1,0,0,1,,,,1/4/10,TRUE
{DDCE0B29-55AF-4A48-BE96-4BEA537DE623},{2AA67131-E87B-4036-A76D-248DE3E5E4DE},{1ACFA71D-A651-4ABE-BFA5-C48E31437DAB},MONO,MONO,10/29/01,2001,53,Worthington Farm,3.42,127,90,127,0,0,0,3,3,,,,1/4/10,TRUE
{DDCE0B29-55AF-4A48-BE96-4BEA537DE623},{2AA67131-E87B-4036-A76D-248DE3E5E4DE},{250F4DE9-7803-4BC3-98CF-B2223958B475},MONO,MONO,10/29/01,2001,54,Worthington Farm,3.42,126,90,126,0,1,1,0,2,,,,1/4/10,TRUE
{DDCE0B29-55AF-4A48-BE96-4BEA537DE623},{2AA67131-E87B-4036-A76D-248DE3E5E4DE},{425685F2-947B-4781-AA6A-0811FF00D674},MONO,MONO,10/29/01,2001,55,Worthington Farm,3.42,6,90,6,0,1,0,0,1,,,,1/4/10,TRUE
{DDCE0B29-55AF-4A48-BE96-4BEA537DE623},{2AA67131-E87B-4036-A76D-248DE3E5E4DE},{50F9981F-7D1A-421B-A1F0-7CB07EB1B678},MONO,MONO,10/29/01,2001,56,Worthington Farm,3.42,35,90,35,0,0,0,2,2,,,,1/4/10,TRUE
{DDCE0B29-55AF-4A48-BE96-4BEA537DE623},{2AA67131-E87B-4036-A76D-248DE3E5E4DE},{6D2323CE-8938-41BE-8484-E722F326EAB2},MONO,MONO,10/29/01,2001,57,Worthington Farm,3.42,27,90,27,0,1,0,0,1,,,,1/4/10,TRUE
{DDCE0B29-55AF-4A48-BE96-4BEA537DE623},{77CFCD19-E740-444D-B4EC-074BD5ACEAFC},{9C3D1DB0-0C82-49AC-B2BB-65F36DAF751A},MONO,MONO,10/29/01,2001,58,Gambrill Farm,0.46,122,90,122,0,0,0,1,1,,,,1/4/10,TRUE
{DDCE0B29-55AF-4A48-BE96-4BEA537DE623},{0B5CF094-844D-4548-AE5F-01616462AB65},{94131DFB-A79D-4E2C-818D-01D8933CFAAA},MONO,MONO,10/29/01,2001,59,Thomas Farm,1.57,201,90,201,0,0,0,1,1,,,,1/4/10,TRUE
{DDCE0B29-55AF-4A48-BE96-4BEA537DE623},{C613FD3C-8944-4800-BF68-645D73D7D7B0},{084C4719-54B5-4E54-B684-4C5D4DBE64B5},MONO,MONO,10/29/01,2001,60,Brooks Hill,1.84,33,90,33,0,1,2,0,3,,,,1/4/10,TRUE
{DDCE0B29-55AF-4A48-BE96-4BEA537DE623},{C613FD3C-8944-4800-BF68-645D73D7D7B0},{3AC28565-D67A-4066-B509-702B5E52E0A4},MONO,MONO,10/29/01,2001,61,Brooks Hill,1.84,9,90,9,0,1,1,0,2,,,,1/4/10,TRUE
{DDCE0B29-55AF-4A48-BE96-4BEA537DE623},{C613FD3C-8944-4800-BF68-645D73D7D7B0},{3F259862-CFC1-4D8E-9EBA-C3D2876E13D9},MONO,MONO,10/29/01,2001,62,Brooks Hill,1.84,129,90,129,0,0,0,1,1,,,,1/4/10,TRUE
{DDCE0B29-55AF-4A48-BE96-4BEA537DE623},{C613FD3C-8944-4800-BF68-645D73D7D7B0},{80276FFA-7744-4CFF-BC8C-487229AE7071},MONO,MONO,10/29/01,2001,63,Brooks Hill,1.84,14,90,14,0,0,1,0,1,,,,1/4/10,TRUE
{DDCE0B29-55AF-4A48-BE96-4BEA537DE623},{C613FD3C-8944-4800-BF68-645D73D7D7B0},{FE6685EC-1DB9-4888-B6E9-8A201DBE867E},MONO,MONO,10/29/01,2001,64,Brooks Hill,1.84,37,90,37,3,0,0,0,3,,,,1/4/10,TRUE,,,,,
{DDCE0B29-55AF-4A48-BE96-4BEA537DE623},{77CFCD19-E740-444D-B4EC-074BD5ACEAFC},{40C0072E-1EDD-4F77-A69D-98CA502A8FBB},MONO,MONO,10/29/01,2001,65,Gambrill Farm,0.46,184,90,184,0,0,0,2,2,,,,1/4/10,TRUE,,,,,
{DDCE0B29-55AF-4A48-BE96-4BEA537DE623},{C3D071FC-AC83-49D1-A8E5-97CF43BD3B3A},{C77B9D43-505F-4D9B-A534-5403FE41FC1C},MONO,MONO,10/29/01,2001,66,NRM,0.66,59,90,59,0,0,0,2,2,,,,1/4/10,TRUE,,,,,
{0C2F19F9-BE4F-4BE8-98BD-0D5A4B596D5A},{61272C19-2433-429C-875C-DB6C16A34AF1},{A1D2F944-B413-4601-8316-58AD07B1A799},MONO,MONO,10/30/01,2001,67,MONO,9,86,90,86,0,0,0,1,1,,,,1/5/10,TRUE,,,,,"""MONO"" as as route was created because there was not a route name on the survey sheet."
{0C2F19F9-BE4F-4BE8-98BD-0D5A4B596D5A},{61272C19-2433-429C-875C-DB6C16A34AF1},{63FE1856-CADF-44FC-BB75-4F8FD9507B0C},MONO,MONO,10/30/01,2001,68,MONO,9,63,90,63,0,1,3,0,4,,,,1/5/10,TRUE,,,,,"""MONO"" as as route was created because there was not a route name on the survey sheet."
{0C2F19F9-BE4F-4BE8-98BD-0D5A4B596D5A},{61272C19-2433-429C-875C-DB6C16A34AF1},{6780A016-8B8A-4EB8-ACE5-1CF6B52BBFFF},MONO,MONO,10/30/01,2001,69,MONO,9,51,90,51,0,1,1,0,2,,,,1/5/10,TRUE,,,,,"""MONO"" as as route was created because there was not a route name on the survey sheet."
{0C2F19F9-BE4F-4BE8-98BD-0D5A4B596D5A},{61272C19-2433-429C-875C-DB6C16A34AF1},{6BA49906-7045-4924-A5BF-52FF86827434},MONO,MONO,10/30/01,2001,70,MONO,9,106,90,106,0,1,0,0,1,,,,1/5/10,TRUE,,,,,"""MONO"" as as route was created because there was not a route name on the survey sheet."
{0C2F19F9-BE4F-4BE8-98BD-0D5A4B596D5A},{61272C19-2433-429C-875C-DB6C16A34AF1},{6C3EFE54-0C0C-42E1-BB4F-59ADEE84756E},MONO,MONO,10/30/01,2001,71,MONO,9,67,90,67,0,2,0,0,2,,,,1/5/10,TRUE,,,,,"""MONO"" as as route was created because there was not a route name on the survey sheet."
{0C2F19F9-BE4F-4BE8-98BD-0D5A4B596D5A},{61272C19-2433-429C-875C-DB6C16A34AF1},{77A33616-8860-4CA0-84EA-2E2AB54A22F0},MONO,MONO,10/30/01,2001,72,MONO,9,35,90,35,0,1,0,0,1,,,,1/5/10,TRUE,,,,,"""MONO"" as as route was created because there was not a route name on the survey sheet."
{0C2F19F9-BE4F-4BE8-98BD-0D5A4B596D5A},{61272C19-2433-429C-875C-DB6C16A34AF1},{789E0F09-4AF5-4DD0-B96D-057AE42D2B4B},MONO,MONO,10/30/01,2001,73,MONO,9,20,90,20,0,1,2,0,3,,,,1/5/10,TRUE,,,,,"""MONO"" as as route was created because there was not a route name on the survey sheet."
{0C2F19F9-BE4F-4BE8-98BD-0D5A4B596D5A},{61272C19-2433-429C-875C-DB6C16A34AF1},{7B0C2642-1433-489A-9E7C-E2085E335AD2},MONO,MONO,10/30/01,2001,74,MONO,9,134,90,134,0,0,0,2,2,,,,1/5/10,TRUE,,,,,"""MONO"" as as route was created because there was not a route name on the survey sheet."
{0C2F19F9-BE4F-4BE8-98BD-0D5A4B596D5A},{61272C19-2433-429C-875C-DB6C16A34AF1},{7EF9CB79-42E5-4A68-ADE3-FC2718D76454},MONO,MONO,10/30/01,2001,75,MONO,9,55,90,55,0,0,0,1,1,,,,1/5/10,TRUE,,,,,"""MONO"" as as route was created because there was not a route name on the survey sheet."
{0C2F19F9-BE4F-4BE8-98BD-0D5A4B596D5A},{61272C19-2433-429C-875C-DB6C16A34AF1},{808CDA52-7249-4DC0-8D70-E6E868A89BC5},MONO,MONO,10/30/01,2001,76,MONO,9,93,90,93,0,0,0,2,2,,,,1/5/10,TRUE,,,,,"""MONO"" as as route was created because there was not a route name on the survey sheet."
{0C2F19F9-BE4F-4BE8-98BD-0D5A4B596D5A},{61272C19-2433-429C-875C-DB6C16A34AF1},{8B074475-7BDB-4215-95E9-7E9630F86339},MONO,MONO,10/30/01,2001,77,MONO,9,109,90,109,0,0,0,3,3,,,,1/5/10,TRUE,,,,,"""MONO"" as as route was created because there was not a route name on the survey sheet."
{0C2F19F9-BE4F-4BE8-98BD-0D5A4B596D5A},{61272C19-2433-429C-875C-DB6C16A34AF1},{8C4BD0B9-1C3E-4E95-8B57-81C0BA51C838},MONO,MONO,10/30/01,2001,78,MONO,9,218,90,218,0,0,0,1,1,,,,1/5/10,TRUE,,,,,"""MONO"" as as route was created because there was not a route name on the survey sheet."
{0C2F19F9-BE4F-4BE8-98BD-0D5A4B596D5A},{61272C19-2433-429C-875C-DB6C16A34AF1},{04BE92E1-5DEB-4CDD-A10E-AFB3C4B27C17},MONO,MONO,10/30/01,2001,79,MONO,9,27,90,27,0,0,0,2,2,,,,1/5/10,TRUE,,,,,"""MONO"" as as route was created because there was not a route name on the survey sheet."
{0C2F19F9-BE4F-4BE8-98BD-0D5A4B596D5A},{61272C19-2433-429C-875C-DB6C16A34AF1},{9C54E375-7266-4DEB-9AD6-38422494E84B},MONO,MONO,10/30/01,2001,80,MONO,9,14,90,14,0,4,0,0,4,,,,1/5/10,TRUE,,,,,"""MONO"" as as route was created because there was not a route name on the survey sheet."
{0C2F19F9-BE4F-4BE8-98BD-0D5A4B596D5A},{61272C19-2433-429C-875C-DB6C16A34AF1},{594AE148-4ECC-4789-B013-B36863D1F3BD},MONO,MONO,10/30/01,2001,81,MONO,9,83,90,83,0,1,0,0,1,,,,1/5/10,TRUE,,,,,"""MONO"" as as route was created because there was not a route name on the survey sheet."
{0C2F19F9-BE4F-4BE8-98BD-0D5A4B596D5A},{61272C19-2433-429C-875C-DB6C16A34AF1},{A7134FC6-5DDE-4EF8-86A5-7F0B0C8DF9A9},MONO,MONO,10/30/01,2001,82,MONO,9,47,90,47,0,1,0,0,1,,,,1/5/10,TRUE,,,,,"""MONO"" as as route was created because there was not a route name on the survey sheet."
{0C2F19F9-BE4F-4BE8-98BD-0D5A4B596D5A},{61272C19-2433-429C-875C-DB6C16A34AF1},{A72BDEE5-A055-4B32-8CB4-FC9F897F94E2},MONO,MONO,10/30/01,2001,83,MONO,9,116,90,116,0,0,0,1,1,,,,1/5/10,TRUE,,,,,"""MONO"" as as route was created because there was not a route name on the survey sheet."
{0C2F19F9-BE4F-4BE8-98BD-0D5A4B596D5A},{61272C19-2433-429C-875C-DB6C16A34AF1},{A910EE19-A6AE-4797-8209-A3E49AB7D3E2},MONO,MONO,10/30/01,2001,84,MONO,9,107,90,107,0,1,1,0,2,,,,1/5/10,TRUE,,,,,"""MONO"" as as route was created because there was not a route name on the survey sheet."
{0C2F19F9-BE4F-4BE8-98BD-0D5A4B596D5A},{61272C19-2433-429C-875C-DB6C16A34AF1},{AE714BEE-66BF-4955-B1E5-171BF5FF4339},MONO,MONO,10/30/01,2001,85,MONO,9,71,90,71,1,0,0,1,2,,,,1/5/10,TRUE,,,,,"""MONO"" as as route was created because there was not a route name on the survey sheet."
{0C2F19F9-BE4F-4BE8-98BD-0D5A4B596D5A},{61272C19-2433-429C-875C-DB6C16A34AF1},{B1D7726F-7157-4C1E-ABDE-4881B8FB6345},MONO,MONO,10/30/01,2001,86,MONO,9,183,90,183,0,0,0,3,3,,,,1/5/10,TRUE,,,,,"""MONO"" as as route was created because there was not a route name on the survey sheet."
{0C2F19F9-BE4F-4BE8-98BD-0D5A4B596D5A},{61272C19-2433-429C-875C-DB6C16A34AF1},{B53CF2E9-8E23-4EDD-A73E-998B491F131C},MONO,MONO,10/30/01,2001,87,MONO,9,9,90,9,1,1,0,0,2,,,,1/5/10,TRUE,,,,,"""MONO"" as as route was created because there was not a route name on the survey sheet."
